name,rating,cuisines,address,cost_for_two,timings,link
Rajwadi Taste Of Rajasthan,-,", , ₹400 for two people (approx.)",,₹400 for two people (approx.),"Rajwadi Taste Of Rajasthan
-
0
Dining Ratings
-
0
Delivery Ratings
Rajasthani, North Indian, Mughlai, Chinese, Street Food
Gudha Gudi Ka Naka, Madhav Ganj, Gwalior
Open now
12:30pm – 12midnight (Today)
₹400 for two
+918966927557",https://www.zomato.com/gwalior/rajwadi-taste-of-rajasthan-madhav-ganj/info
Pizza Hot Cafe,-,", , ₹150 for two people (approx.)",,₹150 for two people (approx.),"Pizza Hot Cafe
-
2
Dining Ratings
3.3
239
Delivery Ratings
Pizza, Burger, Sandwich, Fast Food, Shake
Gende Bali Sadak, Near usmani Masjid, Shinde Ki Chhawani, Gwalior
Open now
24 Hours (Today)
₹150 for two
+919630821787",https://www.zomato.com/gwalior/pizza-hot-cafe-shinde-ki-chhawani/info
Biriyani 07,-,", , View Gallery",,₹200 for two people (approx.),"Biriyani 07
-
0
Dining Ratings
3.8
56
Delivery Ratings
Biryani
Near Mela Ground, Suncity Road, Morar, Gwalior
Closes in 59 minutes
4:30pm – 10:30pm (Today)
₹200 for two
+917415393624",https://www.zomato.com/biriyani-07-food-truck/info
Ashok Dhaba,-,", , ₹350 for two people (approx.)",,₹350 for two people (approx.),"Ashok Dhaba
-
2
Dining Ratings
-
0
Delivery Ratings
North Indian, Street Food
Parking 4, Transport Nagar, Near Anand Nagar, Gwalior
Closes in 1 hour 59 minutes
12noon – 11:30pm (Today)
₹350 for two
+917987137022",https://www.zomato.com/gwalior/ashok-dhaba-1-anand-nagar/info
The Twilight Cafe,-,", , View Gallery",,₹200 for two people (approx.),"The Twilight Cafe
-
1
Dining Ratings
-
0
Delivery Ratings
Fast Food, Beverages, Coffee, Momos, Chinese
Urvai Gate Chouraha, Vinay Nagar, Gwalior
Closes in 1 hour 29 minutes
10am – 11pm (Today)
₹200 for two
+917440254050",https://www.zomato.com/gwalior/the-twilight-cafe-vinay-nagar/info
# D12 Cafe & Restaurant,-,", , ₹300 for two people (approx.)",,₹300 for two people (approx.),"# D12 Cafe & Restaurant
-
1
Dining Ratings
4.0
9
Delivery Ratings
Pizza, Sandwich, Pasta, Chinese, Street Food, Fast Food, Desserts, Shake
Urvai Gate, 100 Futa Road, Vinay Nagar, Gwalior
Open now
24 Hours (Today)
₹300 for two
+919644713128",https://www.zomato.com/gwalior/d12-cafe-restaurant-vinay-nagar/info
Apna Family Restaurant,-,", , View Gallery",,₹400 for two people (approx.),"Apna Family Restaurant
-
3
Dining Ratings
3.7
26
Delivery Ratings
North Indian, Mughlai, Chinese, Fast Food, Street Food, Ice Cream, Desserts, Beverages
Opposite Rengate, JC Mill Road, Birla Nagar, Gwalior
Temporarily closed for delivery, will be back soon!
₹400 for two
+919584664444",https://www.zomato.com/gwalior/apna-family-restaurant-birla-nagar/info
Kukduu Kuuu ...,-,", , View Gallery",,₹450 for two people (approx.),"Kukduu Kuuu ...
-
1
Dining Ratings
4.0
25
Delivery Ratings
North Indian, BBQ, Biryani
1st Floor, Apsara Mini Mall, Nayi Sadak, Shinde Ki Chhawani, Gwalior
Open now
1:30pm – 11:45pm (Today)
₹450 for two
+917803941462",https://www.zomato.com/gwalior/kukduu-kuuu-shinde-ki-chhawani/info
Level 3 Bar & Restaurant,-,", , View Gallery",,"₹1,000 for two people (approx.) with alcohol","Level 3 Bar & Restaurant
-
0
Dining Ratings
3.3
86
Delivery Ratings
Bar Food, North Indian, Chinese
Opposite Sabji Mandi Hazira, Lohamandi, Gwalior
Open now
12noon – 11:45pm (Today)
₹1,000 for two
+919691425119",https://www.zomato.com/gwalior/level-3-bar-restaurant-lohamandi/info
Jai Dandraua Bhojanalya & Family Restaurant,-,", , View Gallery",,₹200 for two people (approx.),"Jai Dandraua Bhojanalya & Family Restaurant
-
0
Dining Ratings
3.6
198
Delivery Ratings
North Indian
Govindpuri, Sachin Tendulkar Road, Near Ram Vatika Garden, Mahalgaon, Gwalior
Closes in 1 hour 58 minutes
11am – 11:30pm (Today)
₹200 for two
+918305218945
+1 more",https://www.zomato.com/gwalior/jai-dandraua-bhojanalya-family-restaurant-mahalgaon/info
Smile HL Fast Food Corner,-,", , View Gallery",,₹400 for two people (approx.),"Smile HL Fast Food Corner
-
0
Dining Ratings
-
0
Delivery Ratings
Fast Food, Burger, Sandwich, Pizza, Street Food, Beverages
Chandel Bhavan, Hazira, Yadav Dharm Kanta, A.B Road, Birla Nagar, Gwalior
Closes in 58 minutes
10:30am – 10:30pm (Today)
₹400 for two
+917049545266",https://www.zomato.com/gwalior/smile-hl-fast-food-corner-birla-nagar/info
Shriram's Food Court,-,", , View Gallery",,₹400 for two people (approx.),"Shriram's Food Court
-
0
Dining Ratings
-
0
Delivery Ratings
Rolls, North Indian, Fast Food, Sandwich, Burger, Chinese, Beverages, Pizza
B-6, BSF Colony, Airport Road, Near Bharat Petrol Pump, Deen Dayal Nagar, Gwalior
Closes in 28 minutes
11am – 10pm (Today)
₹400 for two
+918839049761
+1 more",https://www.zomato.com/gwalior/shrirams-food-court-deen-dayal-nagar/info
Baking Cart,-,", , View Gallery",,₹500 for two people (approx.),"Baking Cart
-
1
Dining Ratings
4.3
112
Delivery Ratings
Bakery, Desserts
Phool Bagh Square, Near Centerpoint Complex, Lashkar, Gwalior
Closes in 1 hour 28 minutes
11am – 11pm (Today)
₹500 for two
+919111010187",https://www.zomato.com/gwalior/baking-cart-lashkar/info
Om Sai Bhojnalay,-,", , View Gallery",,₹250 for two people (approx.),"Om Sai Bhojnalay
-
0
Dining Ratings
-
0
Delivery Ratings
North Indian
Gola Ka Mandir Choraha, Prasad Nagar, Gwalior
Closes in 1 hour 28 minutes
12noon – 11pm (Today)
₹250 for two
+917697156666",https://www.zomato.com/gwalior/om-sai-bhojnalay-prasad-nagar/info
Neel Shree Family Restaurant,-,", , View Gallery",,₹500 for two people (approx.),"Neel Shree Family Restaurant
-
0
Dining Ratings
4.0
8
Delivery Ratings
North Indian, Mughlai, Fast Food, Street Food, Beverages
Ganesh Puri, Near Chetakpuri Petrol Pump, Lashkar, Gwalior
Closes in 1 hour 28 minutes
11am – 11pm (Today)
₹500 for two
+919981704024",https://www.zomato.com/gwalior/neel-shree-family-restaurant-lashkar/info
Kullad Tea Cafe,-,", , ₹250 for two people (approx.)",,₹250 for two people (approx.),"Kullad Tea Cafe
-
1
Dining Ratings
3.7
380
Delivery Ratings
Tea, Coffee, Shake, Pizza, Burger, Sandwich, Street Food
Shop 1, Adityapuram, Near Baghel Market, Deen Dayal Nagar, Gwalior
Open now
12midnight – 11:45pm (Today)
₹250 for two
+918871187436",https://www.zomato.com/gwalior/kullad-tea-cafe-deen-dayal-nagar/info
Maxsun Hotel & Banquet,-,", , ₹1,000 for two people (approx.)",,"₹1,000 for two people (approx.)","Maxsun Hotel & Banquet
-
1
Dining Ratings
2.5
7
Delivery Ratings
North Indian, South Indian, Biryani, Chinese, Seafood, Sandwich, Fast Food, Beverages
Mayur Nagar, Thatipur, Gwalior
Closes in 28 minutes
11:30am – 10pm (Today)
₹1,000 for two
+917566614668",https://www.zomato.com/gwalior/maxsun-hotel-banquet-thatipur/info
The Central Park Bakery,-,", , View Gallery",,₹150 for two people (approx.),"The Central Park Bakery
-
1
Dining Ratings
3.1
43
Delivery Ratings
Bakery, Desserts
Opposite Vishal Mega Mart, Madhav Rao Scindia Marg, City Center, Gwalior
Closes in 28 minutes
11am – 10pm (Today)
₹150 for two
+917514011140",https://www.zomato.com/gwalior/the-central-park-bakery-city-center/info
Cafe Romyanic,-,", , ₹250 for two people (approx.)",,₹250 for two people (approx.),"Cafe Romyanic
-
2
Dining Ratings
4.0
4
Delivery Ratings
Fast Food, Chinese
40, Kailash Vihar, Tulsi Vihar Colony, City Center, Gwalior
Closes in 27 minutes
10am – 10pm (Today)
₹250 for two
+918770370515",https://www.zomato.com/gwalior/cafe-romyanic-city-center/info
Jalsa Club & Restaurant,-,", , ₹1,200 for two people (approx.) with alcohol",,"₹1,200 for two people (approx.) with alcohol","Jalsa Club & Restaurant
-
0
Dining Ratings
-
0
Delivery Ratings
North Indian, Chinese, Biryani, Kebab, Salad, Continental, Mughlai, Beverages
Shkahiya Vilash, Jhansi Road, Birla Nagar, Gwalior
Closes in 27 minutes
12noon – 10pm (Today)
₹1,200 for two
+918269327178",https://www.zomato.com/gwalior/jalsa-club-restaurant-vijaynagar/info
Comesum Food Plaza,-,", , ₹300 for two people (approx.)",,₹300 for two people (approx.),"Comesum Food Plaza
-
0
Dining Ratings
-
0
Delivery Ratings
North Indian, Chinese, Fast Food, Street Food, Beverages
1, Food Plaza At Railway Station, City Center, Gwalior
Open now
24 Hours (Today)
₹300 for two
+918193845101",https://www.zomato.com/gwalior/comesum-food-plaza-city-center/info
Tik-Tok Fast Food Restaurant And Bakery,-,", , View Gallery",,₹300 for two people (approx.),"Tik-Tok Fast Food Restaurant And Bakery
-
3
Dining Ratings
-
2
Delivery Ratings
Fast Food, North Indian, Chinese, Beverages
Bajrang Colony, A B Road, Gol Pahadiya, Madhav Ganj, Gwalior
Closes in 27 minutes
1pm – 10pm (Today)
₹300 for two
+918120546321",https://www.zomato.com/gwalior/tik-tok-fast-food-restaurant-and-bakery-madhav-ganj/info
Urban Tadka Restaurant,-,", , View Gallery",,₹200 for two people (approx.),"Urban Tadka Restaurant
-
1
Dining Ratings
3.7
821
Delivery Ratings
North Indian, Mughlai, Biryani
New Shivhare Colony, Morar, Gwalior
Open now
11:30am – 12midnight (Today)
₹200 for two
+917999736051",https://www.zomato.com/gwalior/urban-tadka-restaurant-morar/info
New Ashok Restaurant,-,", , View Gallery",,₹300 for two people (approx.),"New Ashok Restaurant
-
3
Dining Ratings
3.5
2,641
Delivery Ratings
North Indian, Chinese
10, Janak Ganj, Khasgi Bazar, Lashkar, Gwalior
Open now
12midnight – 1am, 11:15am – 12midnight (Today)
₹300 for two
+919685605904",https://www.zomato.com/gwalior/new-ashok-restaurant-lashkar/info
Shukla Family Restaurant,-,", , View Gallery",,₹250 for two people (approx.),"Shukla Family Restaurant
-
0
Dining Ratings
-
0
Delivery Ratings
North Indian, Chinese
16, Govind Puri, University Road, City Center, Gwalior
Closes in 27 minutes
10am – 10pm (Today)
₹250 for two
+919753498436",https://www.zomato.com/gwalior/shukla-family-restaurant-city-center/info
Burger Bud,-,", , ₹250 for two people (approx.)",,₹250 for two people (approx.),"Burger Bud
-
0
Dining Ratings
3.3
17
Delivery Ratings
Pizza, Burger, Sandwich, Pasta, Shake
Hazira, Durgapuri Colony Yadav Dhram Kanta, Gird, Birla Nagar, Gwalior
Open now
12midnight – 5:45am, 6am – 12midnight (Today)
₹250 for two
+917566607222",https://www.zomato.com/gwalior/burger-bud-birla-nagar/info
Eat & Bite Cafe & Restro,-,", , ₹300 for two people (approx.)",,₹300 for two people (approx.),"Eat & Bite Cafe & Restro
-
2
Dining Ratings
-
0
Delivery Ratings
Chinese, Sandwich, Burger, Wraps, Pasta, Fast Food, Street Food
Tansen Nagar, Near HDFC Bank, Lashkar, Gwalior
Closes in 27 minutes
10:30am – 10pm (Today)
₹300 for two
+918319869371",https://www.zomato.com/gwalior/eat-bite-cafe-restro-lashkar/info
Simpsonss Pizza,-,", , View Gallery",,₹300 for two people (approx.),"Simpsonss Pizza
-
1
Dining Ratings
4.1
52
Delivery Ratings
Pizza, Sandwich, Burger
House 143, New Janakpuri Ganesh Chowk, Adityapuram, Deen Dayal Nagar, Gwalior
Open now
12midnight – 12:30am, 8am – 12midnight (Today)
₹300 for two
+918719942413",https://www.zomato.com/gwalior/simpsonss-pizza-deen-dayal-nagar/info
Jai Mata Di Tiffin Centre,-,", , View Gallery",,₹150 for two people (approx.),"Jai Mata Di Tiffin Centre
-
2
Dining Ratings
-
1
Delivery Ratings
North Indian
House 122, Near AG Office Choraha, Madav Nagar, City Center, Gwalior
Closed
Opens tomorrow at 12noon
₹150 for two
+919589250446",https://www.zomato.com/gwalior/jai-mata-di-tiffin-centre-city-center/info
Agrawal Restaurant,-,", , View Gallery",,₹200 for two people (approx.),"Agrawal Restaurant
-
1
Dining Ratings
3.6
75
Delivery Ratings
North Indian
Main Market, Transport Nagar, Anand Nagar, Gwalior
Open now
10am – 12midnight (Today)
₹200 for two
+919425401572",https://www.zomato.com/gwalior/agrawal-restaurant-2-anand-nagar/info
Yummy Sandwich,-,", , View Gallery",,₹350 for two people (approx.),"Yummy Sandwich
-
1
Dining Ratings
3.1
15
Delivery Ratings
Sandwich, Pizza, Burger, Fast Food, Street Food, Beverages
Amkho, Near Vinayak Hospital, Naya Bazaar, Gwalior
Open now
12midnight – 3am, 11:30am – 12midnight (Today)
₹350 for two
+918839866063",https://www.zomato.com/gwalior/yummy-sandwich-naya-bazaar/info
Shri Ram Krishan Misthan Bhandaar,-,", , View Gallery",,₹150 for two people (approx.),"Shri Ram Krishan Misthan Bhandaar
-
0
Dining Ratings
-
0
Delivery Ratings
Desserts, Street Food, South Indian, Chinese
Patel Market, Pinto Park, Deen Dayal Nagar, Gwalior
Closes in 26 minutes
7am – 10pm (Today)
₹150 for two
+919575874279",https://www.zomato.com/gwalior/shri-ram-krishan-misthan-bhandaar-deen-dayal-nagar/info
Shan E Agra Restaurant,-,", , ₹400 for two people (approx.)",,₹400 for two people (approx.),"Shan E Agra Restaurant
-
0
Dining Ratings
-
0
Delivery Ratings
North Indian, Mughlai, Chinese, Biryani
Chhuta Ki Bajariya, City Center, Gwalior
Open now
24 Hours (Today)
₹400 for two
+919358405041",https://www.zomato.com/shan-e-agra-food-truck/info
Shri Ram's Food Court,-,", , View Gallery",,₹300 for two people (approx.),"Shri Ram's Food Court
-
1
Dining Ratings
4.0
286
Delivery Ratings
North Indian, Pizza, Burger, Sandwich, Momos, Street Food, Shake, Tea
B-6, BSF Colony, Airport Road, Deen Dayal Nagar, Gwalior
Closes in 56 minutes
11am – 10:30pm (Today)
₹300 for two
+918839049761",https://www.zomato.com/gwalior/shri-rams-food-court-deen-dayal-nagar/info
Jai Maa Kali Restaurant And Cafe,-,", , ₹300 for two people (approx.)",,₹300 for two people (approx.),"Jai Maa Kali Restaurant And Cafe
-
1
Dining Ratings
4.1
279
Delivery Ratings
North Indian, South Indian, Chinese, Pizza, Sandwich, Fast Food
Near BSL Office, Main Road, Morar, Gwalior
Closes in 26 minutes
12noon – 10pm (Today)
₹300 for two
+919617501122",https://www.zomato.com/gwalior/jai-maa-kali-restaurant-and-cafe-morar/info
Tasty-Town,-,", , ₹300 for two people (approx.)",,₹300 for two people (approx.),"Tasty-Town
-
0
Dining Ratings
4.0
4
Delivery Ratings
North Indian, Chinese, Salad, Pizza, Fast Food, Shake, Beverages
Hazira, Birla Nagar, Gwalior
Closes in 1 hour 56 minutes
1pm – 11:30pm (Today)
₹300 for two
+917974491419",https://www.zomato.com/gwalior/tasty-town-birla-nagar/info
The Tea Bar Cafe,-,", , View Gallery",,₹250 for two people (approx.),"The Tea Bar Cafe
-
2
Dining Ratings
-
2
Delivery Ratings
Tea, Sandwich, Pizza, Beverages
GM/594, Dev Narayan Complex, Deen Dayal Nagar, Gwalior
Open now
12midnight – 2:30am, 10:15am – 11:45pm (Today)
₹250 for two
+916267499150",https://www.zomato.com/gwalior/the-tea-bar-cafe-3-deen-dayal-nagar/info
Tandoori Chai Wala,-,", , ₹300 for two people (approx.)",,₹300 for two people (approx.),"Tandoori Chai Wala
-
0
Dining Ratings
3.2
31
Delivery Ratings
Tea, North Indian
Yadav Market, Anupam Nagar, City Center, Gwalior
Closes in 56 minutes
8:30am – 10:30pm (Today)
₹300 for two
+919300785995",https://www.zomato.com/gwalior/tandoori-chai-wala-city-center/info
Top N Town Ice Cream Sky Cafe,-,", , View Gallery",,₹100 for two people (approx.),"Top N Town Ice Cream Sky Cafe
-
1
Dining Ratings
4.6
266
Delivery Ratings
Ice Cream, Shake, Desserts
Ganesh Bhawan, Teli Ki bajriya, Naya Bazaar, Gwalior
Closes in 1 hour 56 minutes
12:30pm – 11:30pm (Today)
₹100 for two
+917247047047",https://www.zomato.com/gwalior/top-n-town-ice-cream-sky-cafe-naya-bazaar/info
Shri Ram Sweets And Bakery,-,", , View Gallery",,₹300 for two people (approx.),"Shri Ram Sweets And Bakery
-
0
Dining Ratings
3.9
29
Delivery Ratings
Mithai, Bakery
Sector 1, Vinay Nagar, Gwalior
Closes in 1 hour 26 minutes
9am – 11pm (Today)
₹300 for two
+918770060787",https://www.zomato.com/gwalior/shri-ram-sweets-and-bakery-vinay-nagar/info
The Happyness Cafe,-,", , View Gallery",,₹200 for two people (approx.),"The Happyness Cafe
-
3
Dining Ratings
2.4
7
Delivery Ratings
Sandwich, Street Food, Pasta, Fast Food, Pizza, Burger, Tea, Beverages
Vivekanand Needam, Lashkar, Near Harishankar Puram Railway Crossing, Vijaynagar, Gwalior
Open now
24 Hours (Today)
₹200 for two
+916263702906",https://www.zomato.com/gwalior/the-happyness-cafe-vijaynagar/info
Where's The Fork Express,-,", , ₹300 for two people (approx.)",,₹300 for two people (approx.),"Where's The Fork Express
-
0
Dining Ratings
3.6
24
Delivery Ratings
North Indian, Fast Food, Street Food, Chinese, Momos, Rolls, Beverages
Bahadura Residency, Tulsi Vihar Colony, Near Kailash Vihar, City Center, Gwalior
Closes in 1 hour 56 minutes
1:30pm – 11:30pm (Today)
₹300 for two
+918839889099
+1 more",https://www.zomato.com/gwalior/wheres-the-fork-express-city-center/info
Shere Punjab,-,", , View Gallery",,₹300 for two people (approx.),"Shere Punjab
-
3
Dining Ratings
3.7
1,632
Delivery Ratings
North Indian, Fast Food, Chinese, Shake
Parmar Sadan, Jail Road, Near Amukta Hospital, Ghosipura, Gwalior
Open now
11am – 11:45pm (Today)
₹300 for two
+917880121199",https://www.zomato.com/gwalior/shere-punjab-ghosipura/info
Roll La Costa,-,", , ₹200 for two people (approx.)",,₹200 for two people (approx.),"Roll La Costa
-
1
Dining Ratings
4.1
154
Delivery Ratings
Rolls, Momos, Fast Food
Gorai Complex, Near Ram Mandir Chauraha, Lashkar, Gwalior
Closes in 56 minutes
1pm – 10:30pm (Today)
₹200 for two
+917974073180",https://www.zomato.com/gwalior/roll-la-costa-lashkar/info
Bru & Bite Cafe,-,", , View Gallery",,₹200 for two people (approx.),"Bru & Bite Cafe
-
0
Dining Ratings
3.8
15
Delivery Ratings
Sandwich, Pizza, Street Food, Beverages
Shatabdipuram, 60 Feet Road, Near Peepal Chauraha, Deen Dayal Nagar, Gwalior
Open now
12:15am – 12midnight (Today)
₹200 for two
+917771983904",https://www.zomato.com/gwalior/bru-bite-cafe-deen-dayal-nagar/info
Momo Mafia,-,", , View Gallery",,₹350 for two people (approx.),"Momo Mafia
-
0
Dining Ratings
3.7
8
Delivery Ratings
Momos, Chinese, Fast Food, Street Food, Sandwich, Burger, Shake, Beverages
Shop 2, 6 Ravi Nagar Colony, Shinde Ki Chhawani, Gwalior
Closes in 25 minutes
11am – 10pm (Today)
₹350 for two
+919981695685",https://www.zomato.com/gwalior/momo-mafia-shinde-ki-chhawani/info
Foodiestan,-,", , View Gallery",,₹450 for two people (approx.),"Foodiestan
-
0
Dining Ratings
4.0
437
Delivery Ratings
North Indian, Mughlai, Chinese
830-A, Kailash Vihar, Patel Nagar, City Center, Gwalior
Open now
12midnight – 1:15am, 2:30pm – 12midnight (Today)
₹450 for two
+919009678100",https://www.zomato.com/gwalior/foodiestan-city-center/info
Erica Cafe Family Restaurant,-,", , View Gallery",,₹200 for two people (approx.),"Erica Cafe Family Restaurant
-
0
Dining Ratings
-
0
Delivery Ratings
Fast Food
9 A, Krishna Nagar, Near Gola Ka Mandir, Morar, Gwalior
Closes in 1 hour 25 minutes
11am – 11pm (Today)
₹200 for two
+917987530560",https://www.zomato.com/gwalior/erica-cafe-family-restaurant-morar/info
Bready Bites,-,", , View Gallery",,₹200 for two people (approx.),"Bready Bites
-
1
Dining Ratings
3.4
7
Delivery Ratings
Sandwich, Street Food
10. Anupam Nagar, City Center, Gwalior
Open now
4pm – 12midnight (Today)
₹200 for two
+918827373888",https://www.zomato.com/gwalior/bready-bites-city-center/info
